,书名,价格,作者,出版日期,出版社,评分,评论内容,评论数,链接
624,细雪,65,"[日] 谷崎润一郎 , 周逸之 ", 2017-6 , 译林出版社 ,9.0,《细雪》的舞台设在上世纪三四十年代之交的大阪，昔日望族莳冈家有漂亮的四姐妹：大姐鹤子守旧、二姐幸子圆融、三妹雪子内向、小妹妙子奔放。故事以大龄未婚的雪子一次...,975,https://book.douban.com/subject/27068645/
625,NULL,48,"[英] 特里·伊格尔顿 , 高晓玲 ", 2019-3 , 中信出版社 ,9.1,这三姐妹踏出约克郡教区那片文明飞地，进入无人保护的世界，她们被迫成为家庭教师，把自己所受的教育作为商品兜售。她们身上记录了文明与粗蛮的冲突、教养与劳作的冲突...,24,https://book.douban.com/subject/30482036/
626,秋水堂论金瓶梅,89,田晓菲 , 2019-3 , 广西师范大学出版社 ,8.2,1．高晓松作序推荐，体验“电影拉片”式阅读——高晓松序言说，本书读解《金瓶梅》之详尽，几乎与学电影时一个个镜头“拉片”相似，凡举结构、背景、隐喻、人物、故事...,52,https://book.douban.com/subject/30483768/
627,小姨多鹤,29,严歌苓 , 2016-8-1 , 作家出版社 ,8.9,小姨多鹤》讲述了抗战末期日本遗孤、十六岁的少女多鹤被卖到东北某家作为传宗接代“工具”之后几十年的命运故事。作者以对中国当代史的深入、精到的把握，以一个跨国作...,1222,https://book.douban.com/subject/27080432/
628,我所理解的生活,29,韩寒 , 2013-1-8 , 浙江文艺出版社 ,7.6,★韩寒新作《我所理解的生活》，三十岁的韩寒，第一次自我剖析。★韩寒所有作品中，删减幅度最小！收录韩三篇：谈革命，说民主，要自由。★少说，多做，不解释。...,21466,https://book.douban.com/subject/20425053/
629,废都,12,贾平凹 , 1993 , 北京出版社 ,7.1,荆歌：许多时候，性爱的描写成全了整个作品。比如沈从文，他作品中的性爱，使我们感到性是一种多么美好的东西，很健康，很正常，生机勃勃的。但有时候，性描写，会毁...,15185,https://book.douban.com/subject/1417905/
630,泰戈尔诗集,25,"[印] 罗宾德拉纳特·泰戈尔 , 深幻、王立 ", 2004-7 , 北京出版社 ,8.9,从上一年暮春到现在，一年的劳作终于结束！这一年来，大多数时间都投在这本诗集的翻译工作里，期间颇费心思。不知道该用什么词语来描述整个过程中的感受——最多的是...,8610,https://book.douban.com/subject/1170801/
631,二十首情诗与绝望的歌,20,"聂鲁达 , 李宗荣 ", 2003-1 , 中国社会科学出版社 ,8.8,本书收有“女人的身体”、“光笼罩你”、“我记得你往日的样子”、“陶醉在松林中”等诗歌。,6880,https://book.douban.com/subject/1045352/
632,少年维特的烦恼,7,"[德] 歌德 , 杨武能 ", 1999-7 , 人民文学出版社 ,7.8,小说的情节十分简单，年轻的维特来到一个小镇，这里的自然风光、淳朴的民风、天真快乐的儿童给予他极大的快乐。一次舞会上他认识了一个叫绿蒂的少女，她的一颦一笑、一...,23562,https://book.douban.com/subject/1047138/
633,编舟记,49,"[日]三浦紫苑 , 蒋葳 ", 2018-6 , 人民文学出版社 ,8.6,怀才不遇的人、不得人缘的人、想换工作的人……究竟要燃烧什么，才能激发出真正的热情？传说中的玄武书房编辑部的“编舟计划”，正式启航！玄武书房拟定出版一部...,346,https://book.douban.com/subject/27663281/
634,NULL,34,"(法)阿尔贝·加缪 , 刘方 ", 2013-8 , 上海译文出版社 ,9.0,阿尔贝•加缪（1913—1960）是法国声名卓著的小说家、散文家和剧作家，“存在主义”文学的大师。1957年因“热情而冷静地阐明了当代向人类良知提出的种种问...,4345,https://book.douban.com/subject/24257229/
635,遥远的救世主,28,豆豆 , 2005-05-01 , 作家出版社 ,8.7,这是一部可以傲然独尊的长篇小说。也是一部可遇不可求的完美佳作。豆豆，以她的才华，探索一个有机的、无定形的、陌生的、暧昧的和未曾臻达的世界。男女主人公那浓墨...,10721,https://book.douban.com/subject/1322455/
636,希腊神话和传说,26,"（德）斯威布 , 楚图南 ", 2003-01 , 人民文学出版社 ,8.5,随着文明时代的开始，神话和传说时代告终。但是作为一种丰富多彩的民间口头文学的希腊神话，却为我们留下了全面而生动的记录。它反映了阶级社会前人类生活的广阔图景，...,1841,https://book.douban.com/subject/1071981/
637,基督山伯爵,128,"（法）大仲马 , 周克希 ", 2015-6-1 , 华东师范大学出版社 ,9.4,《基督山伯爵》是法国著名作家大仲马（1802-1870）的代表作。法老号大副当戴斯受船长委托，为波拿巴党人送了一封信，遭到两个卑鄙小人和法官的陷害，被打死牢...,404,https://book.douban.com/subject/26389589/
638,流浪地球,10,刘慈欣 , 2014-7 , 山西春秋电子音像出版社 ,7.4,NULL,1433,https://book.douban.com/subject/30455321/
639,长安十二时辰 上,79,马伯庸 , 2017-1-1 , 湖南文艺出版社 ,8.4,唐天宝三年，元月十四日，长安。大唐皇都的居民不知道，上元节辉煌灯火亮起之时，等待他们的，将是场吞噬一切的劫难。突厥、狼卫、绑架、暗杀、烈焰、焚城，毁灭长...,19216,https://book.douban.com/subject/26899537/
640,第九个寡妇,25,严歌苓 , 2006-3 , 作家出版社 ,8.6,四〇至八〇年代流传在中原农村的一个真实的传奇故事。一段纷乱复杂的痛苦历史，一场人性人伦的严峻考验。大多数人不得不多次蜕变以求苟活，愚昧朴拙的女主人公葡萄则始...,11616,https://book.douban.com/subject/1752755/
641,蒋勋说红楼梦（第一辑）,35,蒋勋 , 2010-9 , 上海三联书店 ,9.0,《蒋勋说红楼梦(第1辑)》是蒋勋先生的《红楼梦》私家讲堂——这里，有繁华、幻灭的空灵与哀伤，有青春的孤独、寂寞和彷徨，更有活泼泼的真生命，热辣辣的真性情。读...,5655,https://book.douban.com/subject/5040220/
642,六神磊磊读唐诗,45,"六神磊磊 , 新经典文化", 2017-7 ,北京十月文艺出版社 ,7.7,自媒体写作的高峰六神磊磊力作一本又有趣又涨姿势的唐诗读本【内容简介】：本书内容横跨了从南北朝末期到唐朝的四百年历史，既沿着初唐、盛唐、中唐、晚唐的轨迹...,2436,https://book.douban.com/subject/27065497/
643,猫城记,12,老舍 , 2008-11 , 人民文学出版社 ,8.6,《猫城记》主要内容：一架飞往火星的飞机在碰撞到火星的一刹那机毁人亡，只剩下“我”幸存下来，却被一群长着猫脸的外星人带到了他们的猫城，开始了艰难的外星生活。猫...,2919,https://book.douban.com/subject/3345595/
644,城堡,14,"[奥地利] 卡夫卡 , 高年生 ", 2007-3 , 上海译文出版社 ,8.4,土地测量员K受命赴某城上任，不料却受阻于城堡大门外，于是主人公K同城堡当局围绕能否进入城堡之事展开了持久烦琐的拉锯战。城堡就位于眼前一座小山上，可它可望而不...,7648,https://book.douban.com/subject/2036561/
645,教父,45,"(美)马里奥·普佐 , 姚向辉 ", 2014-4-1 , 江苏文艺出版社 ,9.1,教父的世界里，友谊，是通行的货币；忠诚，是最好的礼物；缄默，是唯一的规则。他藐视一切价值，不给警告，不虚张声势，不留余地。教父，就是自己的上帝。,12338,https://book.douban.com/subject/25762009/
646,世界诞生于午夜,39,"〔英〕珍·坎贝尔 Jen Campbell , 王晨颖 ", 2019-1 , 湖南文艺出版社 ,7.1,现象级畅销书《一个人的朝圣》作者蕾秋·乔伊斯热情推荐，“文学女巫”安吉拉·卡特当代传人的一鸣惊人之作！·十二个怪诞的成人童话，讲述十二种畸零的人生。...,216,https://book.douban.com/subject/30352058/
647,冒牌人生,45,陈思安 , 2019-4 , 后浪丨四川文艺出版社 ,8.2,发生在光辉都市里的怪诞故事独立艺术家徐冰好评推荐◎ 编辑推荐★ 十篇现代志怪小说，如同十道城市之光，划开机械冷酷的城市外壳，让不合时宜者出来透透气。...,57,https://book.douban.com/subject/30486757/
648,NULL,25,"(美) 塞林格、J.D.Salinger , 施咸荣 ", 2010-4 , 译林出版社 ,8.1,《麦田里的守望者》的主人公，１６岁的中学生霍尔顿·考尔菲德是当代美国文学中最早出现的反英雄形象之一。霍尔顿出身在纽约一个富裕的中产阶级的家庭。学校里的老师和...,13852,https://book.douban.com/subject/4286204/
649,NULL,28,余秀华 , 2015-2-1 , 湖南文艺出版社 ,8.3,余秀华亲选代表诗作，首度授权公开出版。数百家媒体报道，超千万次转发，上亿次阅读，穿越大半个中国，每读一次，都带给我们直抵灵魂深处的震撼；她是一位纯粹的诗...,3991,https://book.douban.com/subject/26309861/
650,相约星期二,19,"[美] 米奇·阿尔博姆 , 吴洪 ", 2007-7 , 上海译文出版社 ,8.4,莫里·施瓦茨是作者米奇·阿尔博姆在大学时，曾给予过他许多思想的教授。米奇毕业十五年后的一天，偶然得知莫里·施瓦茨罹患肌萎性侧索硬化，来日无多，这时老教授所感...,20596,https://book.douban.com/subject/2194123/
651,NULL,28,刘慈欣 , 2009 , 重庆出版社 ,7.5,在一个看似平常的夏夜，酝酿了上亿年的灾难从宇宙深处到达地球，世界上将只剩下孩子。怪异而血腥的游戏在都市近郊的山谷中展开，孩子国家领袖在游戏中诞生……最后的时...,9031,https://book.douban.com/subject/3636385/
652,刺猬的优雅,25,"[法] 妙莉叶·芭贝里 , 史妍、刘阳 ", 2010-02 , 南京大学出版社 ,8.1,"一个是不安分的女孩, 生于富裕家庭、父亲是国会议员,聪明得可以说是天才. 即便拥有看似完美的一切，却着实厌倦生活中的所有，小小眼睛已看透成人世的虚伪与空虚,...",11371,https://book.douban.com/subject/3899039/
653,月亮和六便士,48,"[英] 威廉·萨默塞特·毛姆 , 李继宏 ", 2016-1-20 , 天津人民出版社 ,8.7,【内容简介】《月亮和六便士》中，“我”是伦敦怀才不遇的作家，偶然间认识了一位证券经纪人，对方在人届中年后突然响应内心的呼唤，离经叛道舍弃一切，先是奔赴巴黎...,7620,https://book.douban.com/subject/26707295/
654,我执,35,梁文道 , 2010-10 , 广西师范大学出版社 ,8.0,本书为梁文道先生所撰写的散文随笔集，是以香港《成报》文采版专栏“秘学笔记”的文字为主，谈及爱情婚姻、日常生活、疾病经历、信仰感悟、城市文化、文学艺术、历史记...,27049,https://book.douban.com/subject/3642673/
655,NULL,24,当年明月 , 2007-1 , 中国友谊出版公司 ,8.9,自永乐夺位的“靖难之役”后开始，先叙述了中国历史上赫赫有名的永乐大帝事迹——挥军北上五征蒙古，派郑和七下西洋，南下讨平安南等等，后来永乐于北伐蒙古归来途中病...,48390,https://book.douban.com/subject/1949338/
656,潮骚,15,"（日）三岛由纪夫 , 唐月梅 ", 2009-1 , 上海译文出版社 ,8.2,《潮骚》于1954年问世，中篇小说，曾获第一届新潮社文学奖。渔歌式的纯情故事。青年渔民新治在早春的一个傍晚，认识了刚从外地回来的有着健康美的姑娘初江，他们...,8235,https://book.douban.com/subject/3391246/
657,NULL,86,八月长安 , 2015-10 , 长江文艺出版社 ,8.5,八月长安经典之作，六周年珍藏版。赠旧时光手绘卡六张。2015年全新修订，透明PVC盒装全三册。完美的青春共鸣文本，写给所有人的记忆之书。彼得潘终于走完...,4775,https://book.douban.com/subject/26591331/
658,NULL,48,夏丏尊、叶圣陶 , 2017-8-1 , 开明出版社 ,8.0,★自媒体时代，无数人在期待的一本写作指导书公众号遍地开花，无数运营期待涨粉。自媒体阅读量的提高，离不开内容对大众的吸引力，这，便要求运营者努力提高自己的写...,374,https://book.douban.com/subject/27122346/
659,NULL,29,龙应台、安德烈 , 2013-3-14 , 广西师范大学出版社 ,8.8,编辑推荐★“龙卷风”增订新版——龙应台新版笔记《在时光里》，写于2013年2月16日旅途中，重新观察，再度“认识”18岁成年后的早已超过1米84的大儿子安...,4611,https://book.douban.com/subject/21617765/
660,夏肌の体温,680,松崎司 , 2015-10-10 , オークラ出版 ,8.6,南国の島に赴任することになった小学校教師の今川。格好の植物採集の場だと、趣味全開で無人島に入り込んだのだが、ボートか流されカナヅチの今川は家に戻れないことに...,527,https://book.douban.com/subject/26599593/
661,世上最美的溺水者,35,"[哥伦比亚] 加西亚·马尔克斯 , 陶玉平 ", 2015-11-1 , 南海出版公司 ,8.8,那个尴尬的傻子死了，人们这才发现他美得动人心魄。马尔克斯短篇小说集收录《巨翅老人》《世上最美的溺水者》《令人难以置信的悲惨故事》等名篇，入选高中语文教材...,6073,https://book.douban.com/subject/26628811/
662,NULL,128,苏泓月 , 2019-2 , 低音·北京联合出版公司 ,8.6,★★★第十二届文津图书奖、2016中国好书奖得主苏泓月全新力作以文释诗、以物造境以98篇词清句丽、融合考古训诂的精致小文，近300幅全彩文物图片，再现...,103,https://book.douban.com/subject/30278349/
663,浮士德,18,"歌德 , 绿原 ", 2003-01 , 人民文学出版社 ,8.6,歌德的《浮士德》根据德国一个炼金术士向魔鬼出卖灵魂以换取知识和青春的古老传说，反其意而之，演示了广阔、深邃而崇高的人生内容，为人类自强不息的进取精神唱了一出...,5595,https://book.douban.com/subject/1049957/
